CaseID ;Title                                                            ;Location                                                   ;City                                         ;State                ;Latitude           ;Longitude    ;Number of Victim Fatalities ;Total Number of Fatalities ;Number of Victims Injured ;Total_Number_of_Victims
180.0  ;Omaha                                                            ;Omaha, Nebraska                                            ;Omaha                                        ;Nebraska             ;41.265922          ;-96.05381421 ;3.0                         ;3.0                        ;5.0                       ;8.0
69.0   ;Thurston High School                                             ;Springfield, Oregon                                        ;Springfield                                  ;Oregon               ;44.05489698        ;-123.0075562 ;4.0                         ;4.0                        ;25.0                      ;29.0
48.0   ;Chuck E. Cheese in Aurora                                        ;Aurora, Colorado                                           ;Aurora                                       ;Colorado             ;39.69892933        ;-104.7871863 ;4.0                         ;4.0                        ;1.0                       ;5.0
44.0   ;Weber State University                                           ;Ogden, Utah                                                ;Ogden                                        ;Utah                 ;41.2281367         ;-111.9675317 ;0.0                         ;1.0                        ;3.0                       ;3.0
274.0  ;New Orleans gas station shoot-out                                ;New Orleans, Louisiana                                     ;New Orleans                                  ;Louisiana            ;29.951066          ;-90.071532   ;0.0                         ;0.0                        ;3.0                       ;3.0
259.0  ;Louisville, Kentucky                                             ;Louisville, Kentucky                                       ;Louisville                                   ;Kentucky             ;38.252665          ;-85.758456   ;3.0                         ;4.0                        ;0.0                       ;3.0
131.0  ;University Heights Apartments in Auburn                          ;Auburn, Alabama                                            ;Auburn                                       ;Alabama              ;32.60598014        ;-85.48989253 ;3.0                         ;3.0                        ;3.0                       ;6.0
79.0   ;Navistar International                                           ;Melrose Park, Illinois                                     ;Melrose Park                                 ;Illinois             ;41.90289602        ;-87.8643021  ;5.0                         ;6.0                        ;4.0                       ;9.0
161.0  ;Seattle Pacific University                                       ;Seattle, Washington                                        ;Seattle                                      ;Washington           ;47.621995749999996 ;-122.323646  ;1.0                         ;1.0                        ;2.0                       ;3.0
242.0  ;Columbus, Ohio                                                   ;Columbus, Ohio                                             ;Columbus                                     ;Ohio                 ;39.98861445        ;-82.98904135 ;3.0                         ;4.0                        ;1.0                       ;4.0
298.0  ;Florida Family celebration ends in shooting                      ;Fort Myers, Florida                                        ;Fort Myers                                   ;Florida              ;26.640628          ;-81.872308   ;0.0                         ;0.0                        ;4.0                       ;4.0
218.0  ;Annual motorcycle event in Newark                                ;Newark, New Jersey                                         ;Newark                                       ;New Jersey           ;40.73169648        ;-74.18417699 ;1.0                         ;1.0                        ;3.0                       ;4.0
241.0  ;Tennessee Colony, Texas                                          ;Tennessee Colony, Texas                                    ;Tennessee Colony                             ;Texas                ;31.8076            ;-95.8069     ;6.0                         ;6.0                        ;0.0                       ;6.0
199.0  ;Tulsa                                                            ;Tulsa, Oklahoma                                            ;Tulsa                                        ;Oklahoma             ;36.13543238        ;-95.91316117 ;3.0                         ;4.0                        ;0.0                       ;3.0
157.0  ;San Francisco Tenderloin                                         ;San Francisco, CA                                          ;San Francisco                                ;California           ;37.75457839        ;-122.4424343 ;0.0                         ;0.0                        ;8.0                       ;8.0
114.0  ;Pinelake Health and Rehab nursing home                           ;Carthage, North Carolina                                   ;Carthage                                     ;North Carolina       ;35.33985609        ;-79.41381725 ;8.0                         ;8.0                        ;2.0                       ;10.0
146.0  ;Hialeah Apartments                                               ;Hialeah, Florida                                           ;Hialeah                                      ;Florida              ;25.85294547        ;-80.28316975 ;6.0                         ;7.0                        ;0.0                       ;6.0
1.0    ;University of Texas at Austin                                    ;Austin, Texas                                              ;Austin                                       ;Texas                ;30.1988873         ;-97.84415949 ;16.0                        ;17.0                       ;32.0                      ;48.0
120.0  ;Tucson, Arizona                                                  ;Tucson, Arizona                                            ;Tucson                                       ;Arizona              ;32.15358905        ;-110.9677647 ;6.0                         ;6.0                        ;13.0                      ;19.0
9.0    ;University of South Carolina                                     ;Columbia, South Carolina                                   ;Columbia                                     ;South Carolina       ;34.05098834        ;-80.82077527 ;2.0                         ;2.0                        ;5.0                       ;7.0
163.0  ;Bourbon Street New Orleans                                       ;New Orleans, Louisiana                                     ;New Orleans                                  ;Louisiana            ;30.0687242         ;-89.93147412 ;1.0                         ;1.0                        ;9.0                       ;10.0
262.0  ;Louisburg, North Carolina                                        ;Louisburg, North Carolina                                  ;Louisburg                                    ;North Carolina       ;36.099039          ;-78.301106   ;3.0                         ;3.0                        ;0.0                       ;3.0
